Dist Code,Year,State Code,State Name,Dist Name,Annual_Evapotranspiration (mm),Annual_Precipitation (mm),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
910,2007,15,Jharkhand,Santhal Paragana Dumka,877.1,1573.37,2348,87.5,30.82,29.36,334,12.5,4.38,4.18,0,0,0,0,2682,35.2,33.54
910,2008,15,Jharkhand,Santhal Paragana Dumka,871.88,1375.31,4313,70.7,52.7,52.24,1787,29.3,21.84,21.64,0,0,0,0,6100,74.54,73.89
910,2009,15,Jharkhand,Santhal Paragana Dumka,820.74,1175.14,5605,74.1,73.58,55.53,1959,25.9,25.72,19.41,0,0,0,0,7564,99.29,74.94
910,2010,15,Jharkhand,Santhal Paragana Dumka,860.4,1184.67,5043,77,66.2,59.1,1468,22.4,19.27,17.2,37,0.6,0.49,0.43,6548,85.95,76.74
910,2011,15,Jharkhand,Santhal Paragana Dumka,832.43,1372.79,5357,82.2,75.28,74.26,1010,15.5,14.19,14,148,2.3,2.08,2.05,6515,91.55,90.31
910,2012,15,Jharkhand,Santhal Paragana Dumka,830.92,1138.31,3512,93.5,54.21,40.24,246,6.5,3.8,2.82,0,0,0,0,3758,58.01,43.06
910,2013,15,Jharkhand,Santhal Paragana Dumka,872.3,1307.79,3605,94.2,55.3,41.79,109,2.8,1.67,1.26,113,3,1.73,1.31,3827,58.71,44.36
910,2014,15,Jharkhand,Santhal Paragana Dumka,847.44,1110.95,5642,85.6,65.85,64.47,873,13.2,10.19,9.97,75,1.1,0.88,0.86,6590,76.91,75.3
910,2015,15,Jharkhand,Santhal Paragana Dumka,860.23,1458.37,6845,67.4,122.76,82.32,3135,30.9,56.22,37.7,175,1.7,3.14,2.1,10155,182.12,122.13
912,1990,2,Bihar,Gaya,840.99,1195.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
912,1991,2,Bihar,Gaya,822.42,1082.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
912,1992,2,Bihar,Gaya,557.54,482.93,19986,82.5,124.68,96.93,3310,13.7,20.65,16.05,917,3.8,5.72,4.45,24213,151.05,117.42
912,1993,2,Bihar,Gaya,577.43,650.27,18886,86,113.36,79.59,2970,13.5,17.83,12.52,95,0.4,0.57,0.4,21951,131.76,92.5
912,1994,2,Bihar,Gaya,789.94,1014.41,12114,67.4,62.67,50.1,3712,20.6,19.2,15.35,2155,12,11.15,8.91,17981,93.02,74.36
912,1995,2,Bihar,Gaya,725.4,745.39,12114,67.4,61.61,42.2,3712,20.6,18.88,12.93,2155,12,10.96,7.51,17981,91.45,62.63
912,1996,2,Bihar,Gaya,821.32,949.58,21111,73,115.36,83.47,6724,23.2,36.74,26.59,1086,3.8,5.93,4.29,28921,158.04,114.35
912,1997,2,Bihar,Gaya,706.51,854.44,24175,78.7,130.68,112.97,5752,18.7,31.09,26.88,790,2.6,4.27,3.69,30717,166.04,143.54
912,1998,2,Bihar,Gaya,784.99,891.03,20356,74.6,102.75,81.03,5918,21.7,29.87,23.56,1027,3.8,5.18,4.09,27301,137.8,108.68
912,1999,2,Bihar,Gaya,801.39,957.52,30000,75.9,151.44,122.92,6700,17,33.82,27.45,2800,7.1,14.13,11.47,39500,199.39,161.84
912,2000,2,Bihar,Gaya,736.05,706.1,27595,83.5,142.93,116.19,5177,15.7,26.81,21.8,266,0.8,1.38,1.12,33038,171.12,139.11
912,2001,2,Bihar,Gaya,732.39,969.26,29414,87.2,149.86,120.32,3803,11.3,19.38,15.56,529,1.6,2.7,2.16,33746,171.93,138.04
912,2002,2,Bihar,Gaya,679.33,810.95,29414,87.2,149.99,107.01,3803,11.3,19.39,13.84,529,1.6,2.7,1.92,33746,172.08,122.77
912,2003,2,Bihar,Gaya,801.88,876.73,32720,76.8,163.33,117.97,7403,17.4,36.95,26.69,2455,5.8,12.25,8.85,42578,212.54,153.51
912,2004,2,Bihar,Gaya,795.18,1120.93,25049,93.9,158.38,156.41,1125,4.2,7.11,7.02,500,1.9,3.16,3.12,26674,168.65,166.56
912,2005,2,Bihar,Gaya,791.36,795.59,29682,76.4,198.4,195.43,6910,17.8,46.19,45.5,2253,5.8,15.06,14.83,38845,259.64,255.76
912,2006,2,Bihar,Gaya,795.94,851.5,33500,80.8,163.73,128.05,6144,14.8,30.03,23.49,1831,4.4,8.95,7,41475,202.7,158.54
912,2007,2,Bihar,Gaya,763.34,995.53,41822,81.2,221.71,180.62,7735,15,41.01,33.41,1936,3.8,10.26,8.36,51493,272.98,222.38
912,2008,2,Bihar,Gaya,778.61,1035.37,38908,73.4,228.17,191.01,8909,16.8,52.25,43.74,5163,9.7,30.28,25.35,52980,310.7,260.09
912,2009,2,Bihar,Gaya,663.36,731.66,30333,72.5,284.66,225.96,8276,19.8,77.67,61.65,3251,7.8,30.51,24.22,41860,392.83,311.83
912,2010,2,Bihar,Gaya,676.38,669.07,29467,72.3,271.24,220.74,8113,19.9,74.68,60.78,3184,7.8,29.31,23.85,40764,375.22,305.37
912,2011,2,Bihar,Gaya,763.36,1243.72,34263,81,202.79,180.57,6843,16.2,40.5,36.06,1205,2.8,7.13,6.35,42311,250.42,222.98
912,2012,2,Bihar,Gaya,788.83,1184.57,35702,79.7,211.42,148.04,8265,18.4,48.94,34.27,850,1.9,5.03,3.52,44817,265.39,185.84
912,2013,2,Bihar,Gaya,810.38,1146.85,26723,88.2,207.36,152.53,3145,10.4,24.4,17.95,435,1.4,3.38,2.48,30303,235.14,172.96
912,2014,2,Bihar,Gaya,791.68,731.44,28825,78,156.07,126.25,6931,18.8,37.53,30.36,1208,3.3,6.54,5.29,36964,200.14,161.9
912,2015,2,Bihar,Gaya,736.79,1159.48,36910,76.2,200.12,161.81,10177,21,55.18,44.62,1356,2.8,7.35,5.94,48443,262.65,212.38
913,1990,15,Jharkhand,Hazaribagh,873.37,1456.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
913,1991,15,Jharkhand,Hazaribagh,830.15,1308.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
913,1992,15,Jharkhand,Hazaribagh,697.29,674,3574,72.7,28.3,25.38,1226,24.9,9.71,8.71,115,2.3,0.91,0.82,4915,38.92,34.91
913,1993,15,Jharkhand,Hazaribagh,715.2,918.32,3751,82.8,34.44,30.5,718,15.9,6.59,5.84,59,1.3,0.54,0.48,4528,41.58,36.81
913,1994,15,Jharkhand,Hazaribagh,824.97,1160,14815,91.4,129.73,109.66,1230,7.6,10.77,9.1,168,1,1.47,1.24,16213,141.97,120.01
913,1995,15,Jharkhand,Hazaribagh,755.76,925.58,14815,91.4,128.31,107.82,1230,7.6,10.65,8.95,168,1,1.46,1.22,16213,140.42,117.99
913,1996,15,Jharkhand,Hazaribagh,822.05,1096.89,4646,79.1,47.91,43.07,755,12.9,7.79,7,474,8.1,4.89,4.39,5875,60.59,54.46
913,1997,15,Jharkhand,Hazaribagh,751.8,1051.91,5337,82.6,0,0,648,10,0,0,479,7.4,0,0,6464,0,0
913,1998,15,Jharkhand,Hazaribagh,829.05,1073.87,6267,75.7,60.8,55.16,1518,18.3,14.73,13.36,498,6,4.83,4.38,8283,80.36,72.9
913,1999,15,Jharkhand,Hazaribagh,801.09,1099.08,6100,63.5,59.31,53.8,2900,30.2,28.2,25.58,600,6.3,5.83,5.29,9600,93.34,84.66
913,2003,15,Jharkhand,Hazaribagh,817.44,1033.43,7894,60.8,105.21,100.89,4458,34.3,59.42,56.98,633,4.9,8.44,8.09,12985,173.06,165.96
913,2004,15,Jharkhand,Hazaribagh,799.7,1269.12,6569,66.9,96.6,91.27,2984,30.4,43.88,41.46,261,2.7,3.84,3.63,9814,144.32,136.36
913,2005,15,Jharkhand,Hazaribagh,830.01,937.68,7030,77,153.29,104.85,1640,18,35.76,24.46,461,5,10.05,6.88,9131,199.11,136.18
913,2006,15,Jharkhand,Hazaribagh,847.83,1171.54,9414,72.2,206.81,164.52,3402,26.1,74.74,59.45,226,1.7,4.96,3.95,13042,286.51,227.93
913,2007,15,Jharkhand,Hazaribagh,802.01,1215.79,9018,67.1,199.16,173.82,3700,27.5,81.71,71.32,729,5.4,16.1,14.05,13447,296.97,259.19
913,2008,15,Jharkhand,Hazaribagh,793.28,1214.94,8677,65.4,154.45,151.48,3572,26.9,63.58,62.36,1018,7.7,18.12,17.77,13267,236.15,231.62
913,2009,15,Jharkhand,Hazaribagh,675.06,889.5,6289,51.6,278.77,265.69,4497,36.9,199.34,189.99,1405,11.5,62.28,59.36,12191,540.38,515.04
913,2010,15,Jharkhand,Hazaribagh,733.55,831.37,6409,62.7,272.03,220.54,3137,30.7,133.15,107.95,683,6.7,28.99,23.5,10229,434.17,352
913,2011,15,Jharkhand,Hazaribagh,777.57,1407.13,13720,67.8,312.1,267.03,4949,24.5,112.58,96.32,1567,7.7,35.65,30.5,20236,460.33,393.85
913,2012,15,Jharkhand,Hazaribagh,778.64,1235.8,9285,82.2,184.67,182.96,1776,15.7,35.32,35,239,2.1,4.75,4.71,11300,224.74,222.66
913,2013,15,Jharkhand,Hazaribagh,809.31,1297.18,7499,79.8,156,151.1,1383,14.7,28.77,27.87,511,5.4,10.63,10.3,9393,195.4,189.26
913,2014,15,Jharkhand,Hazaribagh,916.16,1053.37,5861,88,131.27,103.92,688,10.3,15.41,12.2,108,1.6,2.42,1.91,6657,149.09,118.03
913,2015,15,Jharkhand,Hazaribagh,818.83,1230.07,11527,74,221.38,172.51,3588,23,68.91,53.7,469,3,9.01,7.02,15584,299.29,233.22
914,1990,15,Jharkhand,Dhanbad,892.21,1477.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
914,1991,15,Jharkhand,Dhanbad,814.96,1285.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
914,1992,15,Jharkhand,Dhanbad,779.14,830.75,666,47.4,15.21,15.1,391,27.8,8.93,8.87,347,24.7,7.92,7.87,1404,32.05,31.84
914,1993,15,Jharkhand,Dhanbad,820.56,1090.37,686,32.3,15.81,15.66,1113,52.4,25.65,25.41,326,15.3,7.51,7.44,2125,48.96,48.52
914,1994,15,Jharkhand,Dhanbad,830.99,1033.57,3288,84.8,71.63,71.02,239,6.2,5.21,5.16,352,9.1,7.67,7.6,3879,84.51,83.78
914,1995,15,Jharkhand,Dhanbad,781.55,1094.91,3288,84.8,72.73,72.12,239,6.2,5.29,5.24,352,9.1,7.79,7.72,3879,85.8,85.08
914,1996,15,Jharkhand,Dhanbad,823.86,1061.92,444,74.7,11.88,9.92,88,14.8,2.36,1.97,62,10.4,1.66,1.38,594,15.9,13.26
914,1997,15,Jharkhand,Dhanbad,745.61,1160.6,508,74.7,0,0,74,10.9,0,0,98,14.4,0,0,680,0,0
914,1998,15,Jharkhand,Dhanbad,838.09,1165.23,1670,54.1,44.75,39.75,959,31.1,25.7,22.83,457,14.8,12.25,10.88,3086,82.69,73.46
914,1999,15,Jharkhand,Dhanbad,805.3,1260.41,400,100,11.73,10.35,0,0,0,0,0,0,0,0,400,11.73,10.35
914,2003,15,Jharkhand,Dhanbad,823.38,1091.73,238,65.6,10.32,6.95,124,34.2,5.37,3.62,1,0.3,0.04,0.03,363,15.73,10.6
914,2004,15,Jharkhand,Dhanbad,792.58,1254.42,254,77.7,7.97,7.57,69,21.1,2.17,2.06,4,1.2,0.13,0.12,327,10.27,9.75
914,2005,15,Jharkhand,Dhanbad,815.23,984.25,337,43.8,15.26,15.26,432,56.2,19.57,19.57,0,0,0,0,769,34.83,34.83
914,2006,15,Jharkhand,Dhanbad,803.36,1317.35,651,81.9,29.55,29.01,120,15.1,5.45,5.35,24,3,1.09,1.07,795,36.09,35.43
914,2007,15,Jharkhand,Dhanbad,785.99,1370.85,345,99.7,13.78,13.43,1,0.3,0.04,0.04,0,0,0,0,346,13.82,13.47
914,2008,15,Jharkhand,Dhanbad,783.33,1205.11,227,96.2,10.11,9.94,9,3.8,0.4,0.39,0,0,0,0,236,10.51,10.34
914,2009,15,Jharkhand,Dhanbad,689.15,995.55,23,100,2.16,2.14,0,0,0,0,0,0,0,0,23,2.16,2.14
914,2010,15,Jharkhand,Dhanbad,761.37,974.75,214,85.3,37.94,27.47,37,14.7,6.56,4.75,0,0,0,0,251,44.5,32.22
914,2011,15,Jharkhand,Dhanbad,763.76,1268.21,667,77.6,87.3,58.61,159,18.5,20.81,13.97,34,4,4.45,2.99,860,112.57,75.57
914,2012,15,Jharkhand,Dhanbad,745.05,1084.56,957,97.6,82.71,63.93,24,2.4,2.07,1.6,0,0,0,0,981,84.79,65.53
914,2013,15,Jharkhand,Dhanbad,807.37,1239.27,857,93,60.14,57.67,65,7,4.56,4.37,0,0,0,0,922,64.7,62.05
914,2014,15,Jharkhand,Dhanbad,829.09,1051.93,166,89.7,12.9,12.26,18,9.7,1.4,1.33,0,0,0,0,185,14.37,13.66
914,2015,15,Jharkhand,Dhanbad,791.34,1276.57,508,64.8,61.35,53.42,203,25.9,24.52,21.35,73,9.3,8.82,7.68,784,94.69,82.44
915,1990,15,Jharkhand,Palamau,858.31,1462.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
915,1991,15,Jharkhand,Palamau,847.52,1264.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
915,1992,15,Jharkhand,Palamau,558.83,492.49,4462,73.1,43.83,37.5,1501,24.6,14.74,12.61,137,2.2,1.35,1.15,6100,59.92,51.26
915,1993,15,Jharkhand,Palamau,565.03,693.25,2701,75.3,22.16,12.88,787,21.9,6.46,3.75,101,2.8,0.83,0.48,3589,29.44,17.11
915,1994,15,Jharkhand,Palamau,821.9,1176.6,18364,90.5,152.65,97.99,1678,8.3,13.95,8.95,260,1.3,2.16,1.39,20302,168.76,108.34
915,1995,15,Jharkhand,Palamau,718.66,830.35,18364,90.5,127.48,101.92,1678,8.3,11.65,9.31,260,1.3,1.8,1.44,20302,140.94,112.68
915,1996,15,Jharkhand,Palamau,854.7,1154.85,4325,80.1,29.81,23.21,875,16.2,6.03,4.7,201,3.7,1.39,1.08,5401,37.23,28.99
915,1997,15,Jharkhand,Palamau,698.86,863.71,4948,82.4,0,0,751,12.5,0,0,304,5.1,0,0,6003,0,0
915,1998,15,Jharkhand,Palamau,751.43,895.68,3746,76.4,24.22,20.34,1070,21.8,6.92,5.81,90,1.8,0.58,0.49,4906,31.72,26.63
915,1999,15,Jharkhand,Palamau,762.74,923.5,5600,73.7,36.31,30.58,1500,19.7,9.73,8.19,500,6.6,3.24,2.73,7600,49.28,41.5
915,2003,15,Jharkhand,Palamau,776.85,922.99,2043,66,22.81,21.29,996,32.2,11.12,10.38,57,1.8,0.64,0.59,3096,34.56,32.26
915,2004,15,Jharkhand,Palamau,746.6,1150.96,5271,51.4,66.49,64.75,4583,44.7,57.81,56.3,396,3.9,4.99,4.86,10250,129.29,125.91
915,2005,15,Jharkhand,Palamau,760.01,845.14,7464,73.6,82.94,82.94,2248,22.2,24.98,24.98,433,4.3,4.81,4.81,10145,112.73,112.73
915,2006,15,Jharkhand,Palamau,801.64,860.84,8030,70.8,91.02,91.02,3113,27.4,35.29,35.29,199,1.8,2.26,2.26,11342,128.56,128.56
915,2007,15,Jharkhand,Palamau,766.69,1111.84,9772,72.5,114.67,114.27,3255,24.1,38.2,38.06,455,3.4,5.34,5.32,13482,158.2,157.65
915,2008,15,Jharkhand,Palamau,766.45,1069.05,9142,60.8,125.89,112.96,5310,35.3,73.12,65.61,588,3.9,8.1,7.27,15040,207.11,185.84
915,2009,15,Jharkhand,Palamau,630.91,796.89,7455,54.9,131.83,122.94,5314,39.1,93.97,87.63,805,5.9,14.24,13.28,13574,240.04,223.85
915,2010,15,Jharkhand,Palamau,635.41,592.82,7155,71.7,131.16,106.63,2560,25.6,46.93,38.15,266,2.7,4.88,3.96,9981,182.97,148.75
915,2011,15,Jharkhand,Palamau,729.33,1329.97,10502,79.5,179.28,159.48,2505,19,42.76,38.04,195,1.5,3.33,2.96,13202,225.37,200.49
915,2012,15,Jharkhand,Palamau,762.6,1333.2,8555,70.3,91.31,63.37,3222,26.5,34.39,23.87,392,3.2,4.18,2.9,12169,129.89,90.14
915,2013,15,Jharkhand,Palamau,785.03,1375.84,6637,71.1,61.57,54.38,2339,25,21.7,19.17,363,3.9,3.37,2.97,9339,86.64,76.52
915,2014,15,Jharkhand,Palamau,840.77,872.48,4405,93.7,48.07,39.34,234,5,2.55,2.09,60,1.3,0.65,0.54,4699,51.28,41.97
915,2015,15,Jharkhand,Palamau,761.57,1105.14,8344,86,85.02,60.71,1225,12.6,12.48,8.91,133,1.4,1.36,0.97,9702,98.86,70.6
916,1990,15,Jharkhand,Ranchi,911.71,1712.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
916,1991,15,Jharkhand,Ranchi,859.63,1509.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
916,1992,15,Jharkhand,Ranchi,789.59,866.39,6326,55.3,28.08,24.18,4714,41.2,20.92,18.02,392,3.4,1.74,1.5,11432,50.74,43.7
916,1993,15,Jharkhand,Ranchi,791.56,1128.97,8832,76.6,36.15,33.42,2660,23.1,10.89,10.06,38,0.3,0.16,0.14,11530,47.2,43.62
916,1994,15,Jharkhand,Ranchi,842.05,1339.65,34215,83.4,137.24,127.53,6133,14.9,24.6,22.86,692,1.7,2.78,2.58,41040,164.62,152.96
916,1995,15,Jharkhand,Ranchi,791.92,1078.99,34215,83.4,135.84,128.04,6133,14.9,24.35,22.95,692,1.7,2.75,2.59,41040,162.94,153.58
916,1996,15,Jharkhand,Ranchi,820.68,1218.68,14478,74.2,58.12,54.24,4575,23.4,18.36,17.14,470,2.4,1.89,1.76,19523,78.37,73.14
916,1997,15,Jharkhand,Ranchi,777.49,1255.62,16620,79,0,0,3926,18.7,0,0,497,2.4,0,0,21043,0,0
916,1998,15,Jharkhand,Ranchi,871.52,1220.18,9040,56.2,35.9,34.41,6136,38.1,24.37,23.36,922,5.7,3.66,3.51,16098,63.93,61.28
916,1999,15,Jharkhand,Ranchi,799.56,1238.04,15900,60.2,63.55,60.95,9300,35.2,37.17,35.65,1200,4.5,4.8,4.6,26400,105.52,101.2
916,2003,15,Jharkhand,Ranchi,825.45,1175.59,15312,56.7,71.42,63.64,10612,39.3,49.5,44.1,1080,4,5.04,4.49,27004,125.95,112.23
916,2004,15,Jharkhand,Ranchi,787.61,1282.12,16574,60.9,74.95,72.05,10106,37.1,45.7,43.94,545,2,2.46,2.37,27225,123.12,118.36
916,2005,15,Jharkhand,Ranchi,848.61,1082.11,17356,65.7,81.05,81.05,8063,30.5,37.65,37.65,978,3.7,4.57,4.57,26397,123.27,123.27
916,2006,15,Jharkhand,Ranchi,861.61,1427.24,18855,63.1,134.19,109.77,9824,32.9,69.92,57.19,1199,4,8.53,6.98,29878,212.64,173.94
916,2007,15,Jharkhand,Ranchi,837.1,1427.78,21944,58.7,149.85,149.72,12540,33.5,85.63,85.56,2916,7.8,19.91,19.89,37400,255.39,255.17
916,2008,15,Jharkhand,Ranchi,811.92,1383.46,19879,59.1,138.37,122.49,10214,30.3,71.09,62.94,3566,10.6,24.82,21.97,33659,234.28,207.4
916,2009,15,Jharkhand,Ranchi,675.36,1026.21,21520,54.3,163.07,132.33,12632,31.9,95.72,77.68,5500,13.9,41.68,33.82,39652,300.46,243.83
916,2010,15,Jharkhand,Ranchi,758.8,962.69,18085,60,175.63,157.29,9320,30.9,90.51,81.06,2723,9,26.44,23.68,30128,292.59,262.03
916,2011,15,Jharkhand,Ranchi,783.75,1566.03,23362,63.9,188.4,180.23,10134,27.7,81.73,78.18,3078,8.4,24.82,23.75,36574,294.95,282.16
916,2012,15,Jharkhand,Ranchi,785.77,1376.52,20413,70.8,167.14,135.43,7630,26.5,62.47,50.62,802,2.8,6.57,5.32,28845,236.18,191.37
916,2013,15,Jharkhand,Ranchi,804.61,1463.96,13175,78.1,107.88,91.7,3039,18,24.88,21.15,661,3.9,5.41,4.6,16875,138.17,117.46
916,2014,15,Jharkhand,Ranchi,975.02,1311.6,17148,65.1,147.09,141.37,7815,29.7,67.04,64.43,1374,5.2,11.79,11.33,26337,225.91,217.12
916,2015,15,Jharkhand,Ranchi,836.89,1352.96,19688,68.3,196.82,142.49,7997,27.8,79.95,57.88,1131,3.9,11.31,8.19,28816,288.07,208.55
918,1990,2,Bihar,Nalanda,845.05,1015.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
918,1991,2,Bihar,Nalanda,803.27,942.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
918,1992,2,Bihar,Nalanda,561.85,485.79,22106,87.5,126.32,97.56,2627,10.4,15.01,11.59,521,2.1,2.98,2.3,25254,144.31,111.45
918,1993,2,Bihar,Nalanda,575.42,627.93,28383,81.4,185.75,139.96,6380,18.3,41.75,31.46,101,0.3,0.66,0.5,34864,228.17,171.91
918,1994,2,Bihar,Nalanda,763.26,850.65,19626,80.1,111.07,74.91,4049,16.5,22.91,15.45,818,3.3,4.63,3.12,24493,138.61,93.48
918,1995,2,Bihar,Nalanda,690.52,713.49,19626,80.1,110.79,73.52,4049,16.5,22.86,15.17,818,3.3,4.62,3.06,24493,138.26,91.76
918,1996,2,Bihar,Nalanda,739.44,770.56,34627,90.8,193.98,128.2,3021,7.9,16.92,11.18,478,1.3,2.68,1.77,38126,213.58,141.15
918,1997,2,Bihar,Nalanda,694.96,882.27,39641,93.1,220.23,165.86,2591,6.1,14.39,10.84,342,0.8,1.9,1.43,42574,236.52,178.13
918,1998,2,Bihar,Nalanda,829.97,989.84,21573,84.5,119.59,88.38,3134,12.3,17.37,12.84,818,3.2,4.53,3.35,25525,141.5,104.57
918,1999,2,Bihar,Nalanda,840.72,1056.5,27400,80.4,151.88,108.98,4100,12,22.73,16.31,2600,7.6,14.41,10.34,34100,189.02,135.62
918,2000,2,Bihar,Nalanda,801.45,781.28,27054,80.8,147.53,104.69,5731,17.1,31.25,22.18,694,2.1,3.78,2.69,33479,182.57,129.56
918,2001,2,Bihar,Nalanda,782.32,958.71,23605,86.9,130.74,110.51,2185,8,12.1,10.23,1377,5.1,7.63,6.45,27167,150.47,127.19
918,2002,2,Bihar,Nalanda,721.27,871.34,23605,86.9,130.83,105.88,2185,8,12.11,9.8,1377,5.1,7.63,6.18,27167,150.57,121.86
918,2003,2,Bihar,Nalanda,832.66,923.48,33689,93.8,186.26,147.53,1705,4.7,9.43,7.47,512,1.4,2.83,2.24,35906,198.52,157.24
918,2004,2,Bihar,Nalanda,835.41,1067.83,22324,92.2,123.51,101.11,1076,4.4,5.95,4.87,807,3.3,4.46,3.66,24207,133.93,109.64
918,2005,2,Bihar,Nalanda,812.78,791.29,26493,81.1,144.82,118.39,4351,13.3,23.78,19.44,1835,5.6,10.03,8.2,32679,178.63,146.03
918,2006,2,Bihar,Nalanda,805.94,852.88,33579,78.4,184.26,152.24,6989,16.3,38.35,31.69,2274,5.3,12.48,10.31,42842,235.09,194.23
918,2007,2,Bihar,Nalanda,774.09,957.93,36339,78.4,209.74,179.27,7086,15.3,40.9,34.96,2940,6.3,16.97,14.5,46365,267.6,228.74
918,2008,2,Bihar,Nalanda,813.2,1009.09,35596,71.7,198.57,161.4,9000,18.1,50.21,40.81,5044,10.2,28.14,22.87,49640,276.92,225.07
918,2009,2,Bihar,Nalanda,709.96,734.9,31974,69.7,203.58,164.1,9071,19.8,57.75,46.56,4839,10.5,30.81,24.84,45884,292.14,235.5
918,2010,2,Bihar,Nalanda,721.21,814.45,38576,71.8,255.64,209.66,10242,19.1,67.87,55.67,4880,9.1,32.34,26.52,53698,355.85,291.85
918,2011,2,Bihar,Nalanda,838.28,1207.45,39695,72.5,261.12,154.74,11294,20.6,74.29,44.03,3726,6.8,24.51,14.52,54715,359.92,213.29
918,2012,2,Bihar,Nalanda,789.29,1082.08,44572,77,293.53,182.09,10241,17.7,67.44,41.84,3055,5.3,20.12,12.48,57868,381.09,236.41
918,2013,2,Bihar,Nalanda,851.6,1093.97,39240,82.1,265.64,217.81,7098,14.9,48.05,39.4,1448,3,9.8,8.04,47786,323.49,265.24
918,2014,2,Bihar,Nalanda,757.49,656.2,38353,75.6,213.9,170.46,10302,20.3,57.46,45.79,2053,4,11.45,9.12,50709,282.82,225.37
918,2015,2,Bihar,Nalanda,747.81,1018.6,52031,75,289.96,212.08,14921,21.5,83.15,60.82,2430,3.5,13.54,9.9,69381,386.65,282.8
919,1990,2,Bihar,Nawada,851.58,1102.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
919,1991,2,Bihar,Nawada,823.58,1006.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
919,1992,2,Bihar,Nawada,603.14,524.11,14056,86.7,124.72,105.13,1939,12,17.2,14.5,218,1.3,1.93,1.63,16213,143.86,121.26
919,1993,2,Bihar,Nawada,628.05,704.55,16294,65.9,171.7,150.73,8269,33.5,87.13,76.49,148,0.6,1.56,1.37,24711,260.39,228.59
919,1994,2,Bihar,Nawada,795.14,903.6,6061,69.6,50.34,44.27,2377,27.3,19.74,17.36,275,3.2,2.28,2.01,8713,72.37,63.64
919,1995,2,Bihar,Nawada,736.98,756.35,6061,69.6,50.58,39.63,2377,27.3,19.84,15.54,275,3.2,2.3,1.8,8713,72.72,56.97
919,1996,2,Bihar,Nawada,809.27,861.45,16854,83.7,139.21,108.28,3091,15.4,25.53,19.86,190,0.9,1.57,1.22,20135,166.31,129.36
919,1997,2,Bihar,Nawada,718.76,872.69,19313,87.3,158.3,127.9,2643,12,21.66,17.5,155,0.7,1.27,1.03,22111,181.24,146.43
919,1998,2,Bihar,Nawada,823.57,961.71,15561,77.7,127.01,103.57,3363,16.8,27.45,22.38,1109,5.5,9.05,7.38,20033,163.51,133.34
919,1999,2,Bihar,Nawada,834.9,1015.2,18100,74.8,147.65,113.84,4300,17.8,35.08,27.05,1800,7.4,14.68,11.32,24200,197.41,152.21
919,2000,2,Bihar,Nawada,788.98,756.51,16513,87.6,147.36,111.87,2171,11.5,19.37,14.71,168,0.9,1.5,1.14,18852,168.23,127.71
919,2001,2,Bihar,Nawada,760.26,951.15,15044,93.9,134.45,102.63,819,5.1,7.32,5.59,157,1,1.4,1.07,16020,143.18,109.29
919,2002,2,Bihar,Nawada,721.53,856.35,15044,93.9,134.67,98.95,819,5.1,7.33,5.39,157,1,1.41,1.03,16020,143.41,105.37
919,2003,2,Bihar,Nawada,834.93,902.88,10614,94.4,95.99,71.21,460,4.1,4.16,3.09,167,1.5,1.51,1.12,11241,101.66,75.42
919,2004,2,Bihar,Nawada,839.12,1110.02,8353,95.9,88.5,82.21,291,3.3,3.08,2.86,69,0.8,0.73,0.68,8713,92.32,85.75
919,2005,2,Bihar,Nawada,828.29,795.7,10890,88.3,116.61,108.93,1161,9.4,12.43,11.61,286,2.3,3.06,2.86,12337,132.1,123.41
