Dist Code,Year,State Code,State Name,Dist Name,Annual_Evapotranspiration (mm),Annual_Precipitation (mm),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
221,2011,12,Uttar Pradesh,Gorakhpur,749.46,1488.82,64504,72.9,263.27,169.94,19962,22.6,81.47,52.59,3998,4.5,16.32,10.53,88464,361.06,233.06
221,2012,12,Uttar Pradesh,Gorakhpur,683.95,1404.57,51264,69.6,208.14,135.34,19113,25.9,77.6,50.46,3312,4.5,13.45,8.74,73689,299.2,194.54
221,2013,12,Uttar Pradesh,Gorakhpur,802.52,1504.54,39326,77.4,159.88,103.83,10116,19.9,41.13,26.71,1386,2.7,5.63,3.66,50828,206.64,134.2
221,2014,12,Uttar Pradesh,Gorakhpur,449.95,378.32,41924,74.2,172.75,111.39,12110,21.4,49.9,32.18,2478,4.4,10.21,6.58,56512,232.87,150.15
221,2015,12,Uttar Pradesh,Gorakhpur,682.66,1191.81,38763,69.3,162.81,96.39,14527,26,61.02,36.13,2672,4.8,11.22,6.64,55963,235.05,139.17
222,1990,12,Uttar Pradesh,Deoria,803.69,1118.34,63204,70.6,148.18,95.23,20836,23.3,48.85,31.39,5498,6.1,12.89,8.28,89538,209.92,134.91
222,1991,12,Uttar Pradesh,Deoria,783.45,1068.17,70620,70.9,167.37,106.9,22079,22.2,52.33,33.42,6877,6.9,16.3,10.41,99576,236,150.73
222,1992,12,Uttar Pradesh,Deoria,636.31,680.66,74847,78.2,179.14,116.17,17784,18.6,42.56,27.6,3025,3.2,7.24,4.7,95656,228.94,148.47
222,1993,12,Uttar Pradesh,Deoria,675.56,712.77,75031,79.5,180.5,116.31,15927,16.9,38.32,24.69,3470,3.7,8.35,5.38,94428,227.17,146.38
222,1994,12,Uttar Pradesh,Deoria,791.25,1091.33,39770,73.8,94.86,61.94,10648,19.7,25.4,16.58,3496,6.5,8.34,5.44,53914,128.6,83.97
222,1995,12,Uttar Pradesh,Deoria,790.14,937.9,43194,81.3,101.2,67.21,7627,14.4,17.87,11.87,2291,4.3,5.37,3.56,53112,124.43,82.65
222,1996,12,Uttar Pradesh,Deoria,838.11,1064.59,73368,78,355.12,232.7,16353,17.4,79.15,51.87,4337,4.6,20.99,13.76,94058,455.27,298.32
222,1997,12,Uttar Pradesh,Deoria,768.8,1042.38,49944,77.5,243.61,160.01,11663,18.1,56.89,37.37,2827,4.4,13.79,9.06,64434,314.28,206.43
222,1998,12,Uttar Pradesh,Deoria,793.84,1194.33,49079,79.2,240.37,154.45,10624,17.1,52.03,33.43,2248,3.6,11.01,7.07,61951,303.41,194.96
222,1999,12,Uttar Pradesh,Deoria,795.19,1343.72,47973,74,239.94,151.91,14258,22,71.31,45.15,2613,4,13.07,8.27,64844,324.32,205.33
222,2000,12,Uttar Pradesh,Deoria,763.11,1046.94,45780,74,228.66,145.19,13276,21.5,66.31,42.1,2824,4.6,14.11,8.96,61880,309.08,196.25
222,2001,12,Uttar Pradesh,Deoria,784.35,1162.51,52810,74,266.02,166.03,15786,22.1,79.52,49.63,2776,3.9,13.98,8.73,71372,359.52,224.39
222,2002,12,Uttar Pradesh,Deoria,715.62,1072.36,57643,72.9,290.22,180.17,17067,21.6,85.93,53.35,4398,5.6,22.14,13.75,79108,398.29,247.27
222,2003,12,Uttar Pradesh,Deoria,771.28,1132.77,51526,70.9,260.52,157.96,16819,23.1,85.04,51.56,4355,6,22.02,13.35,72700,367.58,222.88
222,2004,12,Uttar Pradesh,Deoria,803.66,1231.16,51855,70.6,261.17,161.08,16301,22.2,82.1,50.64,5263,7.2,26.51,16.35,73419,369.78,228.06
222,2005,12,Uttar Pradesh,Deoria,772.98,915.42,53042,68.5,268.02,166.15,18598,24,93.98,58.26,5743,7.4,29.02,17.99,77383,391.02,242.4
222,2006,12,Uttar Pradesh,Deoria,782.44,880.47,58111,72.3,297.46,182.09,17951,22.3,91.89,56.25,4354,5.4,22.29,13.64,80416,411.63,251.98
222,2007,12,Uttar Pradesh,Deoria,754.7,990.28,45611,74.7,239.74,147.3,12714,20.8,66.83,41.06,2702,4.4,14.2,8.73,61027,320.77,197.09
222,2008,12,Uttar Pradesh,Deoria,749.05,1271.13,47808,70.7,254.1,152.37,13918,20.6,73.97,44.36,5924,8.8,31.49,18.88,67650,359.55,215.6
222,2009,12,Uttar Pradesh,Deoria,664.51,726.22,48069,68.8,245.71,152.84,16054,23,82.06,51.05,5736,8.2,29.32,18.24,69859,357.1,222.13
222,2010,12,Uttar Pradesh,Deoria,671.12,817.04,48662,63.8,245.56,155.45,21284,27.9,107.4,67.99,6326,8.3,31.92,20.21,76272,384.88,243.65
222,2011,12,Uttar Pradesh,Deoria,768.45,1448.35,54918,68.1,277.57,170.69,20782,25.8,105.04,64.59,4915,6.1,24.84,15.28,80615,407.46,250.56
222,2012,12,Uttar Pradesh,Deoria,712.53,1337.77,47125,70.8,238.47,147.48,16593,24.9,83.97,51.93,2829,4.3,14.32,8.85,66547,336.76,208.26
222,2013,12,Uttar Pradesh,Deoria,810.57,1439.54,34223,77.7,173.46,105.21,8618,19.6,43.68,26.49,1189,2.7,6.03,3.66,44030,223.16,135.36
222,2014,12,Uttar Pradesh,Deoria,445.52,360.21,36332,74.3,184.96,112.81,10433,21.3,53.11,32.39,2119,4.3,10.79,6.58,48885,248.87,151.79
222,2015,12,Uttar Pradesh,Deoria,692.86,1098.38,34093,69.3,173.48,103.55,12764,26,64.95,38.77,2313,4.7,11.77,7.02,49170,250.19,149.34
223,1990,12,Uttar Pradesh,Basti,853.97,1292.41,33413,76.3,102.94,66.04,8716,19.9,26.85,17.23,1636,3.7,5.04,3.23,43765,134.83,86.51
223,1991,12,Uttar Pradesh,Basti,812.1,1122.71,35407,77.7,108.36,73,8179,17.9,25.03,16.86,2011,4.4,6.15,4.15,45597,139.55,94
223,1992,12,Uttar Pradesh,Basti,662.06,767,31517,77.4,96.53,63.29,8182,20.1,25.06,16.43,995,2.4,3.05,2,40694,124.64,81.72
223,1993,12,Uttar Pradesh,Basti,734.24,741.57,35561,84.3,108.72,71.72,6028,14.3,18.43,12.16,573,1.4,1.75,1.16,42162,128.9,85.03
223,1994,12,Uttar Pradesh,Basti,795.67,1138.77,31659,79.1,97.38,65.75,6983,17.4,21.48,14.5,1376,3.4,4.23,2.86,40018,123.09,83.11
223,1995,12,Uttar Pradesh,Basti,799.58,991.59,41290,90.1,127.9,84.04,3540,7.7,10.97,7.21,974,2.1,3.02,1.98,45804,141.88,93.23
223,1996,12,Uttar Pradesh,Basti,846.57,1110.2,43654,89.2,133.27,88.66,4347,8.9,13.27,8.83,951,1.9,2.9,1.93,48952,149.45,99.42
223,1997,12,Uttar Pradesh,Basti,798.56,1011.57,41020,82.4,198.42,138.35,7314,14.7,35.38,24.67,1443,2.9,6.98,4.87,49777,240.78,167.89
223,1998,12,Uttar Pradesh,Basti,816.64,1237.77,33245,83.5,160.78,113.74,5829,14.6,28.19,19.94,764,1.9,3.69,2.61,39838,192.67,136.29
223,1999,12,Uttar Pradesh,Basti,825.54,1377.26,39740,77.2,191.15,135.94,10800,21,51.95,36.94,968,1.9,4.66,3.31,51508,247.75,176.19
223,2000,12,Uttar Pradesh,Basti,758.29,1101.27,49285,78.6,236.91,168.73,11946,19.1,57.42,40.9,1444,2.3,6.94,4.94,62675,301.28,214.57
223,2001,12,Uttar Pradesh,Basti,798.26,1067.67,64403,81.6,310.41,210.78,13113,16.6,63.2,42.92,1364,1.7,6.57,4.46,78880,380.18,258.17
223,2002,12,Uttar Pradesh,Basti,748.64,992.82,62208,78.9,299.87,204.96,14659,18.6,70.66,48.3,2008,2.5,9.68,6.62,78875,380.21,259.88
223,2003,12,Uttar Pradesh,Basti,759.46,1003.63,60034,78.5,288.86,197.78,13959,18.3,67.17,45.99,2462,3.2,11.85,8.11,76455,367.87,251.88
223,2004,12,Uttar Pradesh,Basti,797.51,1062.71,60392,78.8,288.07,197.7,13408,17.5,63.96,43.89,2836,3.7,13.53,9.28,76636,365.56,250.87
223,2005,12,Uttar Pradesh,Basti,727.05,865.75,61566,77.7,293.8,206.04,14404,18.2,68.74,48.2,3217,4.1,15.35,10.77,79187,377.89,265.01
223,2006,12,Uttar Pradesh,Basti,721.31,828.65,69289,80,330.37,230.29,14768,17.1,70.41,49.08,2539,2.9,12.11,8.44,86596,412.89,287.81
223,2007,12,Uttar Pradesh,Basti,743.87,882.83,43932,74.9,210.09,149.92,11531,19.7,55.14,39.35,3211,5.5,15.36,10.96,58674,280.59,200.23
223,2008,12,Uttar Pradesh,Basti,765.89,1297.03,46055,73.6,220.2,157.22,13565,21.7,64.86,46.31,2916,4.7,13.94,9.95,62536,299,213.48
223,2009,12,Uttar Pradesh,Basti,623.85,621.02,46303,68.7,221.44,161.59,15412,22.9,73.71,53.79,5659,8.4,27.06,19.75,67374,322.21,235.13
223,2010,12,Uttar Pradesh,Basti,524.02,528.02,42927,66.4,205.37,149.82,16659,25.8,79.7,58.14,5073,7.8,24.27,17.71,64659,309.34,225.67
223,2011,12,Uttar Pradesh,Basti,722.03,1461.6,47770,69.2,228.61,166.39,17813,25.8,85.25,62.05,3457,5,16.54,12.04,69040,330.4,240.48
223,2012,12,Uttar Pradesh,Basti,680.13,1410.3,51884,74.5,249.45,179.6,15578,22.4,74.9,53.93,2176,3.1,10.46,7.53,69638,334.81,241.06
223,2013,12,Uttar Pradesh,Basti,784.63,1335.76,36999,77.3,176.94,128.87,9539,19.9,45.62,33.23,1306,2.7,6.25,4.55,47844,228.81,166.65
223,2014,12,Uttar Pradesh,Basti,520.7,468.9,39459,74.2,187.23,141.24,11405,21.4,54.12,40.82,2336,4.4,11.08,8.36,53200,252.43,190.43
223,2015,12,Uttar Pradesh,Basti,734.57,1130.56,36426,69.3,183.41,117.63,13653,26,68.75,44.09,2516,4.8,12.67,8.12,52594,264.82,169.84
224,1990,12,Uttar Pradesh,Azamgarh,838.6,1253.37,28445,70.1,92.87,57.7,10090,24.9,32.94,20.47,2028,5,6.62,4.11,40563,132.43,82.28
224,1991,12,Uttar Pradesh,Azamgarh,824.77,1092.26,28521,70.9,91.75,56.84,9367,23.3,30.13,18.67,2313,5.8,7.44,4.61,40201,129.33,80.11
224,1992,12,Uttar Pradesh,Azamgarh,643.5,660.57,33020,79.5,106.72,65.91,7648,18.4,24.72,15.27,844,2,2.73,1.68,41512,134.16,82.87
224,1993,12,Uttar Pradesh,Azamgarh,636.75,648.55,27438,80.6,89.3,57.74,6225,18.3,20.26,13.1,394,1.2,1.28,0.83,34057,110.84,71.67
224,1994,12,Uttar Pradesh,Azamgarh,799.5,1059.03,27856,74.4,90.37,56.04,8369,22.3,27.15,16.84,1233,3.3,4,2.48,37458,121.51,75.35
224,1995,12,Uttar Pradesh,Azamgarh,788.04,883.76,29020,82.6,94.15,59.27,5117,14.6,16.6,10.45,979,2.8,3.18,2,35116,113.93,71.72
224,1996,12,Uttar Pradesh,Azamgarh,841.71,995.1,32493,80.6,105.06,65.42,6871,17,22.22,13.83,962,2.4,3.11,1.94,40326,130.39,81.19
224,1997,12,Uttar Pradesh,Azamgarh,767.42,923.75,37767,75.6,122.58,75.26,10676,21.4,34.65,21.27,1536,3.1,4.99,3.06,49979,162.22,99.6
224,1998,12,Uttar Pradesh,Azamgarh,787.09,1103.98,35626,76.7,116.87,71.58,9111,19.6,29.89,18.31,1716,3.7,5.63,3.45,46453,152.38,93.34
224,1999,12,Uttar Pradesh,Azamgarh,799.34,1218.8,32927,74.4,106.99,65.43,9770,22.1,31.74,19.41,1570,3.5,5.1,3.12,44267,143.83,87.97
224,2000,12,Uttar Pradesh,Azamgarh,734.96,990.69,34661,77.9,114.26,68.53,8266,18.6,27.25,16.34,1543,3.5,5.09,3.05,44470,146.6,87.93
224,2001,12,Uttar Pradesh,Azamgarh,794.35,994.49,37210,78.6,124.79,73.83,8963,18.9,30.06,17.78,1194,2.5,4,2.37,47367,158.85,93.98
224,2002,12,Uttar Pradesh,Azamgarh,736.58,898.85,39139,79.4,130.96,82.72,8274,16.8,27.69,17.49,1850,3.8,6.19,3.91,49263,164.84,104.11
224,2003,12,Uttar Pradesh,Azamgarh,758.92,952.48,35281,76.9,117.5,70.03,8784,19.1,29.25,17.44,1840,4,6.13,3.65,45905,152.88,91.12
224,2004,12,Uttar Pradesh,Azamgarh,815.51,1096.3,35483,77,116.96,69.78,8561,18.6,28.22,16.84,2016,4.4,6.65,3.96,46060,151.83,90.59
224,2005,12,Uttar Pradesh,Azamgarh,721.73,810.44,36123,75.3,119.53,70.27,9430,19.7,31.2,18.34,2391,5,7.91,4.65,47944,158.64,93.27
224,2006,12,Uttar Pradesh,Azamgarh,707.08,736.21,40603,77.9,134.04,78.81,9721,18.7,32.09,18.87,1789,3.4,5.91,3.47,52113,172.04,101.15
224,2007,12,Uttar Pradesh,Azamgarh,729.91,879.93,31451,78,103.85,59.83,7310,18.1,24.14,13.91,1585,3.9,5.23,3.02,40346,133.23,76.76
224,2008,12,Uttar Pradesh,Azamgarh,776.69,1196.22,33031,77.3,109.03,63.11,8248,19.3,27.22,15.76,1475,3.4,4.87,2.82,42754,141.12,81.69
224,2009,12,Uttar Pradesh,Azamgarh,606.81,590.97,33183,73.1,110.38,66,9453,20.8,31.45,18.8,2742,6,9.12,5.45,45377,150.94,90.25
224,2010,12,Uttar Pradesh,Azamgarh,474.28,462.93,34313,62.4,114.21,67.8,17845,32.5,59.4,35.26,2795,5.1,9.3,5.52,54953,182.91,108.58
224,2011,12,Uttar Pradesh,Azamgarh,716.02,1347.95,35770,72.1,118.83,70.56,12492,25.2,41.5,24.64,1345,2.7,4.47,2.65,49607,164.8,97.86
224,2012,12,Uttar Pradesh,Azamgarh,699.66,1364.54,48210,75.2,160.04,94.68,14597,22.8,48.46,28.67,1273,2,4.23,2.5,64080,212.72,125.85
224,2013,12,Uttar Pradesh,Azamgarh,828.47,1267.17,56009,77.6,186.49,109.21,14193,19.7,47.26,27.67,1954,2.7,6.51,3.81,72156,240.25,140.69
224,2014,12,Uttar Pradesh,Azamgarh,550.67,473.23,59533,74.3,200.29,119.48,17125,21.4,57.61,34.37,3486,4.3,11.73,7,80145,269.63,160.85
224,2015,12,Uttar Pradesh,Azamgarh,665.2,1073.25,55622,69.3,194.29,110,20831,26,72.76,41.2,3791,4.7,13.24,7.5,80244,280.3,158.7
225,1990,12,Uttar Pradesh,Lucknow,806.59,1131.99,18964,69.6,124.13,91.6,6337,23.3,41.48,30.61,1940,7.1,12.7,9.37,27241,178.3,131.59
225,1991,12,Uttar Pradesh,Lucknow,814.18,979.96,17449,69.7,119.57,86.18,6244,25,42.79,30.84,1332,5.3,9.13,6.58,25025,171.49,123.6
225,1992,12,Uttar Pradesh,Lucknow,661.82,764.09,16582,78.2,116.85,80.22,4030,19,28.4,19.5,593,2.8,4.18,2.87,21205,149.43,102.58
225,1993,12,Uttar Pradesh,Lucknow,732.68,747.14,16368,80,116.26,79.01,3681,18,26.15,17.77,410,2,2.91,1.98,20459,145.32,98.76
225,1994,12,Uttar Pradesh,Lucknow,720.49,1069.19,17402,83.9,123.86,83.66,2759,13.3,19.64,13.26,586,2.8,4.17,2.82,20747,147.67,99.75
225,1995,12,Uttar Pradesh,Lucknow,737.62,888.95,17428,80.4,128.02,83.2,3624,16.7,26.62,17.3,615,2.8,4.52,2.94,21667,159.16,103.44
225,1996,12,Uttar Pradesh,Lucknow,816.9,1021.07,18992,80.5,135.19,87.15,3857,16.3,27.46,17.7,744,3.2,5.3,3.41,23593,167.95,108.26
225,1997,12,Uttar Pradesh,Lucknow,795.46,850.66,20013,77.5,141.06,92.87,4887,18.9,34.44,22.68,939,3.6,6.62,4.36,25839,182.12,119.91
225,1998,12,Uttar Pradesh,Lucknow,807.38,1067.62,20654,75.4,146.09,96.2,5857,21.4,41.43,27.28,864,3.2,6.11,4.02,27375,193.63,127.5
225,1999,12,Uttar Pradesh,Lucknow,846.16,1153.81,20799,68.2,146.21,96.77,8974,29.4,63.09,41.75,743,2.4,5.22,3.46,30516,214.52,141.97
225,2000,12,Uttar Pradesh,Lucknow,722.61,918.5,21020,67.9,147.83,93.95,9070,29.3,63.79,40.54,869,2.8,6.11,3.88,30959,217.73,138.38
225,2001,12,Uttar Pradesh,Lucknow,730.92,764.08,22040,72.2,157.69,102.13,8047,26.4,57.57,37.29,424,1.4,3.03,1.96,30511,218.29,141.38
225,2002,12,Uttar Pradesh,Lucknow,664.85,740.53,19298,71.9,144.44,96.62,6879,25.6,51.49,34.44,658,2.5,4.92,3.29,26835,200.85,134.36
225,2003,12,Uttar Pradesh,Lucknow,709.81,783.33,20531,69.5,148.66,98.5,7949,26.9,57.56,38.14,1046,3.5,7.57,5.02,29526,213.79,141.66
225,2004,12,Uttar Pradesh,Lucknow,656.25,630.42,20653,69.7,149.5,94.64,7784,26.3,56.34,35.67,1179,4,8.53,5.4,29616,214.38,135.72
225,2005,12,Uttar Pradesh,Lucknow,593.3,673.2,21045,67.9,149.81,97.59,8630,27.8,61.43,40.02,1336,4.3,9.51,6.2,31011,220.75,143.8
225,2006,12,Uttar Pradesh,Lucknow,578.4,663.08,23575,70.8,162.13,108.38,8726,26.2,60.01,40.12,986,3,6.78,4.53,33287,228.92,153.03
225,2007,12,Uttar Pradesh,Lucknow,632.83,649.67,34876,73.3,249.72,161.5,10962,23,78.49,50.76,1746,3.7,12.5,8.09,47584,340.71,220.35
225,2008,12,Uttar Pradesh,Lucknow,688.81,1002.34,36446,71.1,267.08,174.4,11521,22.5,84.43,55.13,3268,6.4,23.95,15.64,51235,375.46,245.17
225,2009,12,Uttar Pradesh,Lucknow,570.34,572.2,36693,66.3,268.62,178.85,13407,24.2,98.15,65.35,5243,9.5,38.38,25.56,55343,405.15,269.76
225,2010,12,Uttar Pradesh,Lucknow,377.84,365.88,34907,62.8,256.52,165.26,16347,29.4,120.13,77.39,4334,7.8,31.85,20.52,55588,408.5,263.16
225,2011,12,Uttar Pradesh,Lucknow,723.18,1176.45,36282,73.3,267.29,173.06,11530,23.3,84.94,55,1655,3.3,12.19,7.89,49467,364.42,235.95
225,2012,12,Uttar Pradesh,Lucknow,646.8,1144.77,29522,79.1,213.37,142.15,7192,19.3,51.98,34.63,620,1.7,4.48,2.99,37334,269.83,179.77
225,2013,12,Uttar Pradesh,Lucknow,816.62,1200.77,18190,76.9,132,89.49,4804,20.3,34.86,23.63,653,2.8,4.74,3.21,23647,171.6,116.34
225,2014,12,Uttar Pradesh,Lucknow,743.83,749.06,19493,74,143.96,96.29,5672,21.5,41.89,28.02,1172,4.5,8.66,5.79,26337,194.5,130.1
225,2015,12,Uttar Pradesh,Lucknow,722.43,819.62,17686,69.2,131.65,86.09,6637,26,49.41,32.31,1245,4.9,9.27,6.06,25567,190.32,124.45
226,1990,12,Uttar Pradesh,Unnao,663.25,1105.74,17112,69.8,60.03,41.06,6123,25,21.48,14.69,1272,5.2,4.46,3.05,24507,85.97,58.8
226,1991,12,Uttar Pradesh,Unnao,662.52,927.12,22436,74.2,78.45,53.56,6580,21.8,23.01,15.71,1218,4,4.26,2.91,30234,105.71,72.17
226,1992,12,Uttar Pradesh,Unnao,574.54,756.69,25426,81.5,89.18,60.39,5258,16.9,18.44,12.49,517,1.7,1.81,1.23,31201,109.43,74.11
226,1993,12,Uttar Pradesh,Unnao,599.96,724.08,26858,87.2,94.9,64.68,3754,12.2,13.27,9.04,182,0.6,0.64,0.44,30794,108.81,74.16
226,1994,12,Uttar Pradesh,Unnao,593.04,1041.14,20942,85.6,73.39,48.4,3347,13.7,11.73,7.74,187,0.8,0.66,0.43,24476,85.77,56.57
226,1995,12,Uttar Pradesh,Unnao,624.47,862.95,28330,86.5,95.66,64.96,4047,12.4,13.67,9.28,358,1.1,1.21,0.82,32735,110.54,75.06
226,1996,12,Uttar Pradesh,Unnao,721.8,993.18,29359,83.1,99.09,63.81,5583,15.8,18.84,12.13,397,1.1,1.34,0.86,35339,119.27,76.8
226,1997,12,Uttar Pradesh,Unnao,684.24,826.23,28695,82.8,98.06,65.39,5599,16.2,19.13,12.76,347,1,1.19,0.79,34641,118.38,78.94
226,1998,12,Uttar Pradesh,Unnao,679.07,1014.11,30102,80.2,101.46,69.02,6517,17.4,21.97,14.94,916,2.4,3.09,2.1,37535,126.51,86.07
226,1999,12,Uttar Pradesh,Unnao,717.53,1117.83,29445,73.7,98.27,65.44,9635,24.1,32.16,21.41,852,2.1,2.84,1.89,39932,133.27,88.75
226,2000,12,Uttar Pradesh,Unnao,558.94,872.59,30610,71.5,102.55,69.86,11334,26.5,37.97,25.87,861,2,2.88,1.97,42805,143.41,97.69
226,2001,12,Uttar Pradesh,Unnao,636.07,720.07,33318,68.3,112.32,73.15,14836,30.4,50.02,32.57,620,1.3,2.09,1.36,48774,164.43,107.09
226,2002,12,Uttar Pradesh,Unnao,593.58,711.23,26075,64.7,89.51,64.25,13408,33.3,46.03,33.04,820,2,2.81,2.02,40303,138.36,99.31
226,2003,12,Uttar Pradesh,Unnao,601.26,778.8,31720,66.4,106.91,69.6,14699,30.8,49.54,32.25,1339,2.8,4.51,2.94,47758,160.96,104.79
226,2004,12,Uttar Pradesh,Unnao,532.94,556.27,31896,66.1,104.83,67.42,14855,30.8,48.82,31.4,1533,3.2,5.04,3.24,48284,158.7,102.06
226,2005,12,Uttar Pradesh,Unnao,543.74,651.1,32517,64.1,108.3,69.21,16490,32.5,54.92,35.1,1737,3.4,5.79,3.7,50744,169.01,108
226,2006,12,Uttar Pradesh,Unnao,464.61,643.61,36543,67.9,120.94,77.92,15999,29.7,52.95,34.11,1306,2.4,4.32,2.78,53848,178.2,114.82
226,2007,12,Uttar Pradesh,Unnao,566.61,625.61,30607,69.6,100.5,64.19,11697,26.6,38.41,24.53,1688,3.8,5.54,3.54,43992,144.44,92.26
226,2008,12,Uttar Pradesh,Unnao,600.59,932.26,31913,67.6,104.39,66.53,12281,26,40.17,25.6,3026,6.4,9.9,6.31,47220,154.46,98.45
226,2009,12,Uttar Pradesh,Unnao,533.28,566.97,32161,63.7,105.41,71.25,14296,28.3,46.86,31.67,4031,8,13.21,8.93,50488,165.48,111.85
226,2010,12,Uttar Pradesh,Unnao,365.57,369.29,43112,70.5,141.15,90.07,15761,25.8,51.6,32.93,2237,3.7,7.32,4.67,61110,200.07,127.67
226,2011,12,Uttar Pradesh,Unnao,668.78,1088.18,42034,73.8,136.04,85.16,13637,23.9,44.14,27.63,1314,2.3,4.25,2.66,56985,184.43,115.45
226,2012,12,Uttar Pradesh,Unnao,542.14,1116.04,50477,72.1,161.64,101.88,18070,25.8,57.86,36.47,1474,2.1,4.72,2.98,70021,224.23,141.33
226,2013,12,Uttar Pradesh,Unnao,725.68,1137.33,50675,77.3,161.47,101.36,13117,20,41.8,26.24,1793,2.7,5.71,3.59,65585,208.98,131.18
226,2014,12,Uttar Pradesh,Unnao,705.27,774.65,54088,74.1,173.24,109.88,15650,21.5,50.13,31.79,3210,4.4,10.28,6.52,72948,233.65,148.19
226,2015,12,Uttar Pradesh,Unnao,605.94,754.74,49789,69.2,158.47,99.65,18665,26,59.41,37.36,3449,4.8,10.98,6.9,71903,228.85,143.91
227,1990,12,Uttar Pradesh,Rae - Bareily,705.68,1164.21,23398,74.5,84.75,56.55,6795,21.6,24.61,16.42,1227,3.9,4.44,2.97,31420,113.8,75.94
227,1991,12,Uttar Pradesh,Rae - Bareily,744.16,991.02,22967,73.4,83.19,55.4,7389,23.6,26.76,17.82,935,3,3.39,2.26,31291,113.34,75.48
227,1992,12,Uttar Pradesh,Rae - Bareily,571.5,720.63,24174,81.1,88.79,58.51,5247,17.6,19.27,12.7,405,1.4,1.49,0.98,29826,109.55,72.18
227,1993,12,Uttar Pradesh,Rae - Bareily,593.49,632.36,24032,83.3,87.36,59.35,4612,16,16.76,11.39,215,0.7,0.78,0.53,28859,104.9,71.27
227,1994,12,Uttar Pradesh,Rae - Bareily,654.89,1017.41,25733,81.4,92.48,61.02,5297,16.7,19.04,12.56,597,1.9,2.15,1.42,31627,113.67,74.99
227,1995,12,Uttar Pradesh,Rae - Bareily,662.32,821.69,28611,84.4,103.74,68.56,4883,14.4,17.71,11.7,392,1.2,1.42,0.94,33886,122.87,81.2
227,1996,12,Uttar Pradesh,Rae - Bareily,733.3,934.08,30900,82.7,108.53,73.07,5976,16,20.99,14.13,510,1.4,1.79,1.21,37386,131.31,88.41
227,1997,12,Uttar Pradesh,Rae - Bareily,682.85,801.86,29377,78.3,103.21,70.34,7137,19,25.08,17.09,1013,2.7,3.56,2.43,37527,131.85,89.86
227,1998,12,Uttar Pradesh,Rae - Bareily,672.95,993.72,36209,79.4,127.69,85.44,8641,19,30.47,20.39,746,1.6,2.63,1.76,45596,160.79,107.59
227,1999,12,Uttar Pradesh,Rae - Bareily,709.37,1138.76,33931,72,116.19,81.12,12282,26.1,42.06,29.36,934,2,3.2,2.23,47147,161.45,112.71
227,2000,12,Uttar Pradesh,Rae - Bareily,596.88,911.12,31926,75.3,109.47,76.42,9733,23,33.37,23.3,726,1.7,2.49,1.74,42385,145.33,101.45
227,2001,12,Uttar Pradesh,Rae - Bareily,661.51,757.14,34522,74.5,125.93,81.84,11132,24,40.61,26.39,669,1.4,2.44,1.59,46323,168.98,109.82
227,2002,12,Uttar Pradesh,Rae - Bareily,633.75,723.87,25769,71.2,97.82,66.34,9396,26,35.67,24.19,1005,2.8,3.82,2.59,36170,137.3,93.12
227,2003,12,Uttar Pradesh,Rae - Bareily,627.59,751.68,33226,71.9,123.61,79.44,11479,24.9,42.7,27.45,1482,3.2,5.51,3.54,46187,171.83,110.43
227,2004,12,Uttar Pradesh,Rae - Bareily,609.24,623.01,33439,72.3,123.01,79.63,11190,24.2,41.16,26.65,1639,3.5,6.03,3.9,46268,170.2,110.18
227,2005,12,Uttar Pradesh,Rae - Bareily,547.41,659.37,34109,70.3,128.83,81.51,12485,25.7,47.15,29.83,1929,4,7.29,4.61,48523,183.26,115.95
227,2006,12,Uttar Pradesh,Rae - Bareily,485.48,628.02,37863,72.1,139.34,92.48,12886,24.6,47.42,31.48,1732,3.3,6.37,4.23,52481,193.14,128.19
227,2007,12,Uttar Pradesh,Rae - Bareily,607.43,656.75,48604,73,181.01,116.37,15441,23.2,57.5,36.97,2533,3.8,9.43,6.06,66578,247.94,159.41
227,2008,12,Uttar Pradesh,Rae - Bareily,630.66,1007.48,51026,70.5,192.19,123.56,16712,23.1,62.95,40.47,4670,6.4,17.59,11.31,72408,272.72,175.34
227,2009,12,Uttar Pradesh,Rae - Bareily,469.16,484.4,51269,69,196.46,125.24,19324,26,74.05,47.2,3727,5,14.28,9.1,74320,284.79,181.55
227,2010,12,Uttar Pradesh,Rae - Bareily,277.32,274.09,51029,71.5,280.87,180.46,17418,24.4,95.87,61.6,2897,4.1,15.95,10.25,71344,392.69,252.3
227,2011,12,Uttar Pradesh,Rae - Bareily,679.93,1123.07,41027,77.8,222.38,143.39,10642,20.2,57.68,37.19,1051,2,5.7,3.67,52720,285.76,184.26
227,2012,12,Uttar Pradesh,Rae - Bareily,576.9,1168.12,38265,73.4,207.14,133.7,12577,24.1,68.08,43.94,1305,2.5,7.06,4.56,52147,282.29,182.2
